FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
10,207284.269608,354324.808709,354324.808709,354324.808709,354324.808709,354324.808709,354324.808709,354324.808709,224767.827572,224767.827572,NA,73913.6558447,0,0,37240.8962859,37240.8962859,110430.585842,200536.386437,207284.269608,225588.716538,182043.531529,224767.827572,224767.827572,224767.827572,224767.827572,224767.827572,224767.827572,224767.827572
11,146920.737336,306900.565662,306900.565662,306900.565662,306900.565662,306900.565662,306900.565662,306900.565662,210626.61696,210626.61696,73913.6558447,NA,73913.6558447,73913.6558447,37798.1224097,37798.1224097,78317.216572,126720.243138,146920.737336,178726.818066,145290.70644,210626.61696,210626.61696,210626.61696,210626.61696,210626.61696,210626.61696,210626.61696
12,207284.269608,354324.808709,354324.808709,354324.808709,354324.808709,354324.808709,354324.808709,354324.808709,224767.827572,224767.827572,0,73913.6558447,NA,0,37240.8962859,37240.8962859,110430.585842,200536.386437,207284.269608,225588.716538,182043.531529,224767.827572,224767.827572,224767.827572,224767.827572,224767.827572,224767.827572,224767.827572
13,207284.269608,354324.808709,354324.808709,354324.808709,354324.808709,354324.808709,354324.808709,354324.808709,224767.827572,224767.827572,0,73913.6558447,0,NA,37240.8962859,37240.8962859,110430.585842,200536.386437,207284.269608,225588.716538,182043.531529,224767.827572,224767.827572,224767.827572,224767.827572,224767.827572,224767.827572,224767.827572
14,172453.322783,324654.654816,324654.654816,324654.654816,324654.654816,324654.654816,324654.654816,324654.654816,208364.047736,208364.047736,37240.8962859,37798.1224097,37240.8962859,37240.8962859,NA,0,94213.6733265,163704.249461,172453.322783,195385.675001,155099.619375,208364.047736,208364.047736,208364.047736,208364.047736,208364.047736,208364.047736,208364.047736
15,172453.322783,324654.654816,324654.654816,324654.654816,324654.654816,324654.654816,324654.654816,324654.654816,208364.047736,208364.047736,37240.8962859,37798.1224097,37240.8962859,37240.8962859,0,NA,94213.6733265,163704.249461,172453.322783,195385.675001,155099.619375,208364.047736,208364.047736,208364.047736,208364.047736,208364.047736,208364.047736,208364.047736
16,206115.196932,371918.142069,371918.142069,371918.142069,371918.142069,371918.142069,371918.142069,371918.142069,288787.688286,288787.688286,110430.585842,78317.216572,110430.585842,110430.585842,94213.6733265,94213.6733265,NA,149828.949947,206115.196932,247752.364115,220277.446143,288787.688286,288787.688286,288787.688286,288787.688286,288787.688286,288787.688286,288787.688286
17,93671.2109717,248632.751149,248632.751149,248632.751149,248632.751149,248632.751149,248632.751149,248632.751149,236193.695734,236193.695734,200536.386437,126720.243138,200536.386437,200536.386437,163704.249461,163704.249461,149828.949947,NA,93671.2109717,149721.081775,153841.725107,236193.695734,236193.695734,236193.695734,236193.695734,236193.695734,236193.695734,236193.695734
18,0,166350.255293,166350.255293,166350.255293,166350.255293,166350.255293,166350.255293,166350.255293,151137.724686,151137.724686,207284.269608,146920.737336,207284.269608,207284.269608,172453.322783,172453.322783,206115.196932,93671.2109717,NA,56209.9192969,73985.268865,151137.724686,151137.724686,151137.724686,151137.724686,151137.724686,151137.724686,151137.724686
19,56209.9192969,129273.30142,129273.30142,129273.30142,129273.30142,129273.30142,129273.30142,129273.30142,103539.577794,103539.577794,225588.716538,178726.818066,225588.716538,225588.716538,195385.675001,195385.675001,247752.364115,149721.081775,56209.9192969,NA,49246.9073585,103539.577794,103539.577794,103539.577794,103539.577794,103539.577794,103539.577794,103539.577794
20,73985.268865,173246.46361,173246.46361,173246.46361,173246.46361,173246.46361,173246.46361,173246.46361,82447.1917698,82447.1917698,182043.531529,145290.70644,182043.531529,182043.531529,155099.619375,155099.619375,220277.446143,153841.725107,73985.268865,49246.9073585,NA,82447.1917698,82447.1917698,82447.1917698,82447.1917698,82447.1917698,82447.1917698,82447.1917698
21,151137.724686,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,0,0,224767.827572,210626.61696,224767.827572,224767.827572,208364.047736,208364.047736,288787.688286,236193.695734,151137.724686,103539.577794,82447.1917698,NA,0,0,0,0,0,0
22,151137.724686,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,0,0,224767.827572,210626.61696,224767.827572,224767.827572,208364.047736,208364.047736,288787.688286,236193.695734,151137.724686,103539.577794,82447.1917698,0,NA,0,0,0,0,0
23,151137.724686,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,0,0,224767.827572,210626.61696,224767.827572,224767.827572,208364.047736,208364.047736,288787.688286,236193.695734,151137.724686,103539.577794,82447.1917698,0,0,NA,0,0,0,0
24,151137.724686,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,0,0,224767.827572,210626.61696,224767.827572,224767.827572,208364.047736,208364.047736,288787.688286,236193.695734,151137.724686,103539.577794,82447.1917698,0,0,0,NA,0,0,0
25,151137.724686,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,0,0,224767.827572,210626.61696,224767.827572,224767.827572,208364.047736,208364.047736,288787.688286,236193.695734,151137.724686,103539.577794,82447.1917698,0,0,0,0,NA,0,0
26,151137.724686,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,0,0,224767.827572,210626.61696,224767.827572,224767.827572,208364.047736,208364.047736,288787.688286,236193.695734,151137.724686,103539.577794,82447.1917698,0,0,0,0,0,NA,0
27,151137.724686,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,175437.449929,0,0,224767.827572,210626.61696,224767.827572,224767.827572,208364.047736,208364.047736,288787.688286,236193.695734,151137.724686,103539.577794,82447.1917698,0,0,0,0,0,0,NA
