FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
10,203362.920525,244381.649316,244381.649316,331801.967757,331801.967757,403264.189049,403264.189049,403264.189049,200464.702389,200464.702389,NA,69011.0868388,19962.765874,21769.121931,31929.4617705,31929.4617705,112923.49742,195207.656034,183305.041272,219915.980601,173144.494486,NA,200464.702389,132212.806688,108786.496663,108786.496663,111010.883305,108786.496663
11,150024.493677,202852.131401,202852.131401,289407.089071,289407.089071,376554.378965,376554.378965,376554.378965,199507.718272,199507.718272,69011.0868388,NA,65048.4133841,75822.6481041,37339.5149101,37339.5149101,76021.3170565,127062.726568,135721.933538,185752.468015,145609.15714,NA,199507.718272,155923.739677,120125.845528,120125.845528,147380.080685,120125.845528
12,208765.244909,253919.135732,253919.135732,341481.63297,341481.63297,417111.139788,417111.139788,417111.139788,217910.944262,217910.944262,19962.765874,65048.4133841,NA,10783.1895745,33190.1025947,33190.1025947,95977.5473232,191912.301638,190504.582978,231237.898918,185521.38402,NA,217910.944262,151715.992454,126756.942708,126756.942708,130962.145157,126756.942708
13,218674.206721,262720.669856,262720.669856,350270.204143,350270.204143,424070.92935,424070.92935,424070.92935,222231.437551,222231.437551,21769.121931,75822.6481041,10783.1895745,NA,43095.6882946,43095.6882946,103291.124687,202693.52969,199967.474438,239352.183108,193138.140576,NA,222231.437551,153225.512572,130549.18071,130549.18071,130717.551625,130549.18071
14,175625.972303,221227.346225,221227.346225,308765.645509,308765.645509,386937.638928,386937.638928,386937.638928,194068.961011,194068.961011,31929.4617705,37339.5149101,33190.1025947,43095.6882946,NA,0,93850.0176181,163300.687543,157359.191573,199425.367717,154635.223642,NA,194068.961011,136641.866419,105900.781329,105900.781329,121852.798566,105900.781329
15,175625.972303,221227.346225,221227.346225,308765.645509,308765.645509,386937.638928,386937.638928,386937.638928,194068.961011,194068.961011,31929.4617705,37339.5149101,33190.1025947,43095.6882946,0,NA,93850.0176181,163300.687543,157359.191573,199425.367717,154635.223642,NA,194068.961011,136641.866419,105900.781329,105900.781329,121852.798566,105900.781329
16,203375.916868,264482.162417,264482.162417,347465.547494,347465.547494,443927.470092,443927.470092,443927.470092,275453.249367,275453.249367,112923.49742,76021.3170565,95977.5473232,103291.124687,93850.0176181,93850.0176181,NA,147067.069348,196336.46656,252953.021096,217384.181371,NA,275453.249367,228704.676159,194721.810238,194721.810238,215666.824578,194721.810238
17,88036.3303773,153570.286653,153570.286653,220993.708875,220993.708875,333352.80673,333352.80673,333352.80673,232515.695796,232515.695796,195207.656034,127062.726568,191912.301638,202693.52969,163300.687543,163300.687543,147067.069348,NA,100731.537998,159967.838162,151673.659623,NA,232515.695796,234225.076004,196237.748457,196237.748457,241190.032092,196237.748457
18,26732.6331369,68239.3613493,68239.3613493,153732.160334,153732.160334,248703.17268,248703.17268,248703.17268,136304.241468,136304.241468,183305.041272,135721.933538,190504.582978,199967.474438,157359.191573,157359.191573,196336.46656,100731.537998,NA,61617.5092986,55181.1252392,NA,136304.241468,160560.215448,128893.918796,128893.918796,178208.212944,128893.918796
19,73251.9431828,34270.0119016,34270.0119016,114271.531842,114271.531842,191231.281021,191231.281021,191231.281021,100380.363163,100380.363163,219915.980601,185752.468015,231237.898918,239352.183108,199425.367717,199425.367717,252953.021096,159967.838162,61617.5092986,NA,48128.0447605,NA,100380.363163,155766.607139,136277.647775,136277.647775,181649.076688,136277.647775
20,79972.6286393,78605.8246322,78605.8246322,162370.480338,162370.480338,232459.034294,232459.034294,232459.034294,81526.6066907,81526.6066907,173144.494486,145609.15714,185521.38402,193138.140576,154635.223642,154635.223642,217384.181371,151673.659623,55181.1252392,48128.0447605,NA,NA,81526.6066907,113654.963949,89533.5617946,89533.5617946,136740.872266,89533.5617946
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,159596.437839,133381.795372,133381.795372,193725.459122,193725.459122,218886.445541,218886.445541,218886.445541,0,0,200464.702389,199507.718272,217910.944262,222231.437551,194068.961011,194068.961011,275453.249367,232515.695796,136304.241468,100380.363163,81526.6066907,NA,NA,83885.8235488,91890.0844142,91890.0844142,115459.668658,91890.0844142
23,187291.819855,189510.990548,189510.990548,265215.669087,265215.669087,302621.076624,302621.076624,302621.076624,83885.8235488,83885.8235488,132212.806688,155923.739677,151715.992454,153225.512572,136641.866419,136641.866419,228704.676159,234225.076004,160560.215448,155766.607139,113654.963949,NA,83885.8235488,NA,38785.3586781,38785.3586781,31595.8663376,38785.3586781
24,155389.659252,168102.010536,168102.010536,249826.99397,249826.99397,302547.8028,302547.8028,302547.8028,91890.0844142,91890.0844142,108786.496663,120125.845528,126756.942708,130549.18071,105900.781329,105900.781329,194721.810238,196237.748457,128893.918796,136277.647775,89533.5617946,NA,91890.0844142,38785.3586781,NA,0,49314.4231135,0
25,155389.659252,168102.010536,168102.010536,249826.99397,249826.99397,302547.8028,302547.8028,302547.8028,91890.0844142,91890.0844142,108786.496663,120125.845528,126756.942708,130549.18071,105900.781329,105900.781329,194721.810238,196237.748457,128893.918796,136277.647775,89533.5617946,NA,91890.0844142,38785.3586781,0,NA,49314.4231135,0
26,204694.688803,214615.451366,214615.451366,293266.06355,293266.06355,334088.28154,334088.28154,334088.28154,115459.668658,115459.668658,111010.883305,147380.080685,130962.145157,130717.551625,121852.798566,121852.798566,215666.824578,241190.032092,178208.212944,181649.076688,136740.872266,NA,115459.668658,31595.8663376,49314.4231135,49314.4231135,NA,49314.4231135
27,155389.659252,168102.010536,168102.010536,249826.99397,249826.99397,302547.8028,302547.8028,302547.8028,91890.0844142,91890.0844142,108786.496663,120125.845528,126756.942708,130549.18071,105900.781329,105900.781329,194721.810238,196237.748457,128893.918796,136277.647775,89533.5617946,NA,91890.0844142,38785.3586781,0,0,49314.4231135,NA
