FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
11,150004.016409,286773.012935,286773.012935,286773.012935,286773.012935,378792.506153,378792.506153,378792.506153,202339.913467,202339.913467,66978.4627195,NA,68352.8793437,68352.8793437,37517.471733,37517.471733,76184.763878,125867.377425,135432.041966,185902.635131,145546.736966,181112.566243,202339.913467,155424.632342,119971.431239,119971.431239,147340.983445,119971.431239
12,212113.923775,341598.968874,341598.968874,341598.968874,341598.968874,423326.287883,423326.287883,423326.287883,222604.808645,222604.808645,22423.1691481,68352.8793437,NA,0,36190.6823464,36190.6823464,97584.9608524,193979.547073,193383.402984,234413.705467,188334.433805,219688.671895,222604.808645,151708.880567,127648.127714,127648.127714,131524.346776,127648.127714
13,212113.923775,341598.968874,341598.968874,341598.968874,341598.968874,423326.287883,423326.287883,423326.287883,222604.808645,222604.808645,22423.1691481,68352.8793437,0,NA,36190.6823464,36190.6823464,97584.9608524,193979.547073,193383.402984,234413.705467,188334.433805,219688.671895,222604.808645,151708.880567,127648.127714,127648.127714,131524.346776,127648.127714
14,175947.449825,306111.034589,306111.034589,306111.034589,306111.034589,390360.139718,390360.139718,390360.139718,197070.688446,197070.688446,29543.5781064,37517.471733,36190.6823464,36190.6823464,NA,0,93899.5159457,162318.1739,157289.066743,199905.622707,154870.481939,187673.868777,197070.688446,135920.078716,105476.140401,105476.140401,121876.139425,105476.140401
15,175947.449825,306111.034589,306111.034589,306111.034589,306111.034589,390360.139718,390360.139718,390360.139718,197070.688446,197070.688446,29543.5781064,37517.471733,36190.6823464,36190.6823464,0,NA,93899.5159457,162318.1739,157289.066743,199905.622707,154870.481939,187673.868777,197070.688446,135920.078716,105476.140401,105476.140401,121876.139425,105476.140401
16,203439.148451,345515.698509,345515.698509,345515.698509,345515.698509,445479.866679,445479.866679,445479.866679,278452.056909,278452.056909,112793.435489,76184.763878,97584.9608524,97584.9608524,93899.5159457,93899.5159457,NA,146305.176428,196347.94442,253244.557706,217494.107679,253851.328368,278452.056909,228145.758676,194566.207653,194566.207653,215733.150814,194566.207653
17,87489.7638851,220067.446626,220067.446626,220067.446626,220067.446626,332270.87804,332270.87804,332270.87804,234129.334794,234129.334794,191710.776568,125867.377425,193979.547073,193979.547073,162318.1739,162318.1739,146305.176428,NA,100383.116806,159509.924955,150856.919966,182086.253669,234129.334794,233586.908406,195982.227557,195982.227557,240066.803754,195982.227557
18,27450.3716985,151434.325728,151434.325728,151434.325728,151434.325728,249659.769725,249659.769725,249659.769725,138063.750286,138063.750286,180067.621058,135432.041966,193383.402984,193383.402984,157289.066743,157289.066743,196347.94442,100383.116806,NA,61585.3373459,54717.0140167,82060.4817228,138063.750286,161090.559187,129743.077963,129743.077963,177770.813102,129743.077963
19,73471.1897335,110517.823412,110517.823412,110517.823412,110517.823412,192993.196296,192993.196296,192993.196296,101786.635624,101786.635624,217304.839808,185902.635131,234413.705467,234413.705467,199905.622707,199905.622707,253244.557706,159509.924955,61585.3373459,NA,48390.5771412,39829.6096351,101786.635624,157537.443903,138082.373099,138082.373099,182001.055274,138082.373099
20,80198.2533956,158900.831758,158900.831758,158900.831758,158900.831758,235505.412127,235505.412127,235505.412127,83844.4491213,83844.4491213,170313.21271,145546.736966,188334.433805,188334.433805,154870.481939,154870.481939,217494.107679,150856.919966,54717.0140167,48390.5771412,NA,36606.8169092,83844.4491213,114986.837838,91060.9969155,91060.9969155,136827.014986,91060.9969155
21,102592.24691,140883.823056,140883.823056,140883.823056,140883.823056,203964.625368,203964.625368,203964.625368,62445.2408147,62445.2408147,200395.238962,181112.566243,219688.671895,219688.671895,187673.868777,187673.868777,253851.328368,182086.253669,82060.4817228,39829.6096351,36606.8169092,NA,62445.2408147,122197.57618,108827.819897,108827.819897,148737.923403,108827.819897
22,161846.395753,189516.825537,189516.825537,189516.825537,189516.825537,223401.931838,223401.931838,223401.931838,0,0,200809.587884,202339.913467,222604.808645,222604.808645,197070.688446,197070.688446,278452.056909,234129.334794,138063.750286,101786.635624,83844.4491213,62445.2408147,NA,87569.7209746,95596.4866104,95596.4866104,117485.266687,95596.4866104
23,188540.759261,262976.010705,262976.010705,262976.010705,262976.010705,310354.586954,310354.586954,310354.586954,87569.7209746,87569.7209746,129326.300156,155424.632342,151708.880567,151708.880567,135920.078716,135920.078716,228145.758676,233586.908406,161090.559187,157537.443903,114986.837838,122197.57618,87569.7209746,NA,38361.6838579,38361.6838579,29923.1502086,38361.6838579
24,156914.798472,247697.560994,247697.560994,247697.560994,247697.560994,308857.718383,308857.718383,308857.718383,95596.4866104,95596.4866104,105569.937105,119971.431239,127648.127714,127648.127714,105476.140401,105476.140401,194566.207653,195982.227557,129743.077963,138082.373099,91060.9969155,108827.819897,95596.4866104,38361.6838579,NA,0,48036.866156,0
25,156914.798472,247697.560994,247697.560994,247697.560994,247697.560994,308857.718383,308857.718383,308857.718383,95596.4866104,95596.4866104,105569.937105,119971.431239,127648.127714,127648.127714,105476.140401,105476.140401,194566.207653,195982.227557,129743.077963,138082.373099,91060.9969155,108827.819897,95596.4866104,38361.6838579,0,NA,48036.866156,0
26,204951.289006,289545.857124,289545.857124,289545.857124,289545.857124,340058.530954,340058.530954,340058.530954,117485.266687,117485.266687,109705.256496,147340.983445,131524.346776,131524.346776,121876.139425,121876.139425,215733.150814,240066.803754,177770.813102,182001.055274,136827.014986,148737.923403,117485.266687,29923.1502086,48036.866156,48036.866156,NA,48036.866156
27,156914.798472,247697.560994,247697.560994,247697.560994,247697.560994,308857.718383,308857.718383,308857.718383,95596.4866104,95596.4866104,105569.937105,119971.431239,127648.127714,127648.127714,105476.140401,105476.140401,194566.207653,195982.227557,129743.077963,138082.373099,91060.9969155,108827.819897,95596.4866104,38361.6838579,0,0,48036.866156,NA
