FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
18,26613.3118288,67660.3244834,67660.3244834,153079.295673,153079.295673,243374.818781,234709.22303,NA,134773.192997,134773.192997,182812.719604,135574.627313,188106.354198,199943.935105,156989.288939,156989.288939,195959.595518,101049.409522,NA,61554.6145101,55012.1736974,NA,134773.192997,159880.501342,124701.065255,146354.638516,NA,146354.638516
19,72999.2153891,31884.587586,31884.587586,114263.780906,114263.780906,187645.521636,175600.942834,NA,98809.1302469,98809.1302469,219682.12039,185656.297271,229181.88782,239377.114633,199180.952179,199180.952179,252573.991859,160235.5757,61554.6145101,NA,48184.1055432,NA,98809.1302469,155157.896032,131286.330512,157043.72691,NA,157043.72691
20,79666.4138799,76589.1016073,76589.1016073,162388.118906,162388.118906,230701.097036,214817.957697,NA,80221.1738888,80221.1738888,172887.765243,145448.553124,183509.529488,193087.037099,154346.308375,154346.308375,216932.827945,151762.872054,55012.1736974,48184.1055432,NA,NA,80221.1738888,113048.4976,84624.408645,109910.683434,NA,109910.683434
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,157851.575828,129380.182762,129380.182762,193059.589669,193059.589669,221867.879245,196210.078972,NA,0,0,200592.240937,198915.755731,216606.743424,222201.501939,193730.858336,193730.858336,274537.109413,231374.05984,134773.192997,98809.1302469,80221.1738888,NA,NA,84089.689512,87990.8424748,109335.648473,NA,109335.648473
23,186491.324812,186620.346654,186620.346654,265011.969184,265011.969184,305500.903531,280292.843507,NA,84089.689512,84089.689512,132729.557624,155795.720805,151314.2785,153354.353206,136706.408478,136706.408478,228351.458224,233769.012145,159880.501342,155157.896032,113048.4976,NA,84089.689512,NA,39936.5755267,39199.9092097,NA,39199.9092097
24,151158.644634,161096.497467,161096.497467,244935.783009,244935.783009,299065.268797,277204.662246,NA,87990.8424748,87990.8424748,112664.651949,121250.028274,129110.155991,134261.060157,108453.724285,108453.724285,195971.275,193956.404125,124701.065255,131286.330512,84624.408645,NA,87990.8424748,39936.5755267,NA,26041.0314303,NA,26041.0314303
25,172392.653113,186496.668071,186496.668071,270869.143829,270869.143829,324264.9371,301747.881061,NA,109335.648473,109335.648473,95087.1033442,117775.234399,113128.623106,116237.300056,97507.2161895,97507.2161895,189379.633741,206584.014536,146354.638516,157043.72691,109910.683434,NA,109335.648473,39199.9092097,26041.0314303,NA,NA,0
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,172392.653113,186496.668071,186496.668071,270869.143829,270869.143829,324264.9371,301747.881061,NA,109335.648473,109335.648473,95087.1033442,117775.234399,113128.623106,116237.300056,97507.2161895,97507.2161895,189379.633741,206584.014536,146354.638516,157043.72691,109910.683434,NA,109335.648473,39199.9092097,26041.0314303,0,NA,NA
