FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
12,207329.348208,353619.249241,353619.249241,353619.249241,353619.249241,353619.249241,353619.249241,353619.249241,224193.466598,224193.466598,0,73589.4197316,NA,0,36978.5781602,36978.5781602,110956.688485,200481.374947,207329.348208,225331.057225,181878.421436,224193.466598,224193.466598,224193.466598,224193.466598,224193.466598,224193.466598,224193.466598
13,207329.348208,353619.249241,353619.249241,353619.249241,353619.249241,353619.249241,353619.249241,353619.249241,224193.466598,224193.466598,0,73589.4197316,0,NA,36978.5781602,36978.5781602,110956.688485,200481.374947,207329.348208,225331.057225,181878.421436,224193.466598,224193.466598,224193.466598,224193.466598,224193.466598,224193.466598,224193.466598
14,172666.531714,324033.361464,324033.361464,324033.361464,324033.361464,324033.361464,324033.361464,324033.361464,207811.942653,207811.942653,36978.5781602,37814.4281487,36978.5781602,36978.5781602,NA,0,94737.4812546,163935.370537,172666.531714,195231.96258,155019.394399,207811.942653,207811.942653,207811.942653,207811.942653,207811.942653,207811.942653,207811.942653
15,172666.531714,324033.361464,324033.361464,324033.361464,324033.361464,324033.361464,324033.361464,324033.361464,207811.942653,207811.942653,36978.5781602,37814.4281487,36978.5781602,36978.5781602,0,NA,94737.4812546,163935.370537,172666.531714,195231.96258,155019.394399,207811.942653,207811.942653,207811.942653,207811.942653,207811.942653,207811.942653,207811.942653
16,205592.416118,370715.311815,370715.311815,370715.311815,370715.311815,370715.311815,370715.311815,370715.311815,288331.816636,288331.816636,110956.688485,78118.8690745,110956.688485,110956.688485,94737.4812546,94737.4812546,NA,149063.379339,205592.416118,247162.688545,220006.775167,288331.816636,288331.816636,288331.816636,288331.816636,288331.816636,288331.816636,288331.816636
17,93531.9592207,247911.224073,247911.224073,247911.224073,247911.224073,247911.224073,247911.224073,247911.224073,236176.127874,236176.127874,200481.374947,127001.130027,200481.374947,200481.374947,163935.370537,163935.370537,149063.379339,NA,93531.9592207,149594.691312,153958.014153,236176.127874,236176.127874,236176.127874,236176.127874,236176.127874,236176.127874,236176.127874
18,0,165652.247763,165652.247763,165652.247763,165652.247763,165652.247763,165652.247763,165652.247763,151457.278637,151457.278637,207329.348208,147292.071128,207329.348208,207329.348208,172666.531714,172666.531714,205592.416118,93531.9592207,NA,56247.3074038,74364.0415584,151457.278637,151457.278637,151457.278637,151457.278637,151457.278637,151457.278637,151457.278637
19,56247.3074038,128805.183585,128805.183585,128805.183585,128805.183585,128805.183585,128805.183585,128805.183585,103795.243154,103795.243154,225331.057225,178808.140732,225331.057225,225331.057225,195231.96258,195231.96258,247162.688545,149594.691312,56247.3074038,NA,49254.1139308,103795.243154,103795.243154,103795.243154,103795.243154,103795.243154,103795.243154,103795.243154
20,74364.0415584,172756.506997,172756.506997,172756.506997,172756.506997,172756.506997,172756.506997,172756.506997,82297.5031074,82297.5031074,181878.421436,145492.099769,181878.421436,181878.421436,155019.394399,155019.394399,220006.775167,153958.014153,74364.0415584,49254.1139308,NA,82297.5031074,82297.5031074,82297.5031074,82297.5031074,82297.5031074,82297.5031074,82297.5031074
21,151457.278637,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,0,0,224193.466598,210430.249212,224193.466598,224193.466598,207811.942653,207811.942653,288331.816636,236176.127874,151457.278637,103795.243154,82297.5031074,NA,0,0,0,0,0,0
22,151457.278637,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,0,0,224193.466598,210430.249212,224193.466598,224193.466598,207811.942653,207811.942653,288331.816636,236176.127874,151457.278637,103795.243154,82297.5031074,0,NA,0,0,0,0,0
23,151457.278637,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,0,0,224193.466598,210430.249212,224193.466598,224193.466598,207811.942653,207811.942653,288331.816636,236176.127874,151457.278637,103795.243154,82297.5031074,0,0,NA,0,0,0,0
24,151457.278637,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,0,0,224193.466598,210430.249212,224193.466598,224193.466598,207811.942653,207811.942653,288331.816636,236176.127874,151457.278637,103795.243154,82297.5031074,0,0,0,NA,0,0,0
25,151457.278637,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,0,0,224193.466598,210430.249212,224193.466598,224193.466598,207811.942653,207811.942653,288331.816636,236176.127874,151457.278637,103795.243154,82297.5031074,0,0,0,0,NA,0,0
26,151457.278637,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,0,0,224193.466598,210430.249212,224193.466598,224193.466598,207811.942653,207811.942653,288331.816636,236176.127874,151457.278637,103795.243154,82297.5031074,0,0,0,0,0,NA,0
27,151457.278637,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,175685.208992,0,0,224193.466598,210430.249212,224193.466598,224193.466598,207811.942653,207811.942653,288331.816636,236176.127874,151457.278637,103795.243154,82297.5031074,0,0,0,0,0,0,NA
