FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
10,206992.129645,352605.91,352605.91,352605.91,352605.91,352605.91,352605.91,352605.91,221486.68389,221486.68389,NA,75710.6709889,0,0,38249.2889846,38249.2889846,113937.934908,202051.435081,206992.129645,221486.68389,180428.499582,221486.68389,221486.68389,221486.68389,221486.68389,221486.68389,221486.68389,221486.68389
11,146895.715971,306724.244147,306724.244147,306724.244147,306724.244147,306724.244147,306724.244147,306724.244147,209643.938329,209643.938329,75710.6709889,NA,75710.6709889,75710.6709889,38094.6076179,38094.6076179,78381.6063009,126638.724649,146895.715971,209643.938329,145278.104094,209643.938329,209643.938329,209643.938329,209643.938329,209643.938329,209643.938329,209643.938329
12,206992.129645,352605.91,352605.91,352605.91,352605.91,352605.91,352605.91,352605.91,221486.68389,221486.68389,0,75710.6709889,NA,0,38249.2889846,38249.2889846,113937.934908,202051.435081,206992.129645,221486.68389,180428.499582,221486.68389,221486.68389,221486.68389,221486.68389,221486.68389,221486.68389,221486.68389
13,206992.129645,352605.91,352605.91,352605.91,352605.91,352605.91,352605.91,352605.91,221486.68389,221486.68389,0,75710.6709889,0,NA,38249.2889846,38249.2889846,113937.934908,202051.435081,206992.129645,221486.68389,180428.499582,221486.68389,221486.68389,221486.68389,221486.68389,221486.68389,221486.68389,221486.68389
14,172480.739289,324359.519613,324359.519613,324359.519613,324359.519613,324359.519613,324359.519613,324359.519613,207442.846015,207442.846015,38249.2889846,38094.6076179,38249.2889846,38249.2889846,NA,0,94406.2556176,163882.598059,172480.739289,207442.846015,155025.102107,207442.846015,207442.846015,207442.846015,207442.846015,207442.846015,207442.846015,207442.846015
15,172480.739289,324359.519613,324359.519613,324359.519613,324359.519613,324359.519613,324359.519613,324359.519613,207442.846015,207442.846015,38249.2889846,38094.6076179,38249.2889846,38249.2889846,0,NA,94406.2556176,163882.598059,172480.739289,207442.846015,155025.102107,207442.846015,207442.846015,207442.846015,207442.846015,207442.846015,207442.846015,207442.846015
16,206475.137631,372178.410778,372178.410778,372178.410778,372178.410778,372178.410778,372178.410778,372178.410778,287871.065998,287871.065998,113937.934908,78381.6063009,113937.934908,113937.934908,94406.2556176,94406.2556176,NA,150183.038563,206475.137631,287871.065998,220440.457541,287871.065998,287871.065998,287871.065998,287871.065998,287871.065998,287871.065998,287871.065998
17,93879.2973983,248953.311311,248953.311311,248953.311311,248953.311311,248953.311311,248953.311311,248953.311311,234706.175118,234706.175118,202051.435081,126638.724649,202051.435081,202051.435081,163882.598059,163882.598059,150183.038563,NA,93879.2973983,234706.175118,153831.751675,234706.175118,234706.175118,234706.175118,234706.175118,234706.175118,234706.175118,234706.175118
18,0,166311.47411,166311.47411,166311.47411,166311.47411,166311.47411,166311.47411,166311.47411,149353.630287,149353.630287,206992.129645,146895.715971,206992.129645,206992.129645,172480.739289,172480.739289,206475.137631,93879.2973983,NA,149353.630287,73760.9356067,149353.630287,149353.630287,149353.630287,149353.630287,149353.630287,149353.630287,149353.630287
19,149353.630287,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,0,0,221486.68389,209643.938329,221486.68389,221486.68389,207442.846015,207442.846015,287871.065998,234706.175118,149353.630287,NA,80990.4159906,0,0,0,0,0,0,0
20,73760.9356067,172829.015383,172829.015383,172829.015383,172829.015383,172829.015383,172829.015383,172829.015383,80990.4159906,80990.4159906,180428.499582,145278.104094,180428.499582,180428.499582,155025.102107,155025.102107,220440.457541,153831.751675,73760.9356067,80990.4159906,NA,80990.4159906,80990.4159906,80990.4159906,80990.4159906,80990.4159906,80990.4159906,80990.4159906
21,149353.630287,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,0,0,221486.68389,209643.938329,221486.68389,221486.68389,207442.846015,207442.846015,287871.065998,234706.175118,149353.630287,0,80990.4159906,NA,0,0,0,0,0,0
22,149353.630287,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,0,0,221486.68389,209643.938329,221486.68389,221486.68389,207442.846015,207442.846015,287871.065998,234706.175118,149353.630287,0,80990.4159906,0,NA,0,0,0,0,0
23,149353.630287,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,0,0,221486.68389,209643.938329,221486.68389,221486.68389,207442.846015,207442.846015,287871.065998,234706.175118,149353.630287,0,80990.4159906,0,0,NA,0,0,0,0
24,149353.630287,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,0,0,221486.68389,209643.938329,221486.68389,221486.68389,207442.846015,207442.846015,287871.065998,234706.175118,149353.630287,0,80990.4159906,0,0,0,NA,0,0,0
25,149353.630287,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,0,0,221486.68389,209643.938329,221486.68389,221486.68389,207442.846015,207442.846015,287871.065998,234706.175118,149353.630287,0,80990.4159906,0,0,0,0,NA,0,0
26,149353.630287,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,0,0,221486.68389,209643.938329,221486.68389,221486.68389,207442.846015,207442.846015,287871.065998,234706.175118,149353.630287,0,80990.4159906,0,0,0,0,0,NA,0
27,149353.630287,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,173686.835544,0,0,221486.68389,209643.938329,221486.68389,221486.68389,207442.846015,207442.846015,287871.065998,234706.175118,149353.630287,0,80990.4159906,0,0,0,0,0,0,NA
