FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
11,146620.243446,306448.237379,306448.237379,306448.237379,306448.237379,306448.237379,306448.237379,306448.237379,209646.115112,209646.115112,76033.310029,NA,76033.310029,76033.310029,38370.0849354,38370.0849354,78462.7661311,126434.147153,146620.243446,209646.115112,145187.044004,209646.115112,209646.115112,209646.115112,209646.115112,209646.115112,209646.115112,209646.115112
12,206896.638881,352438.136785,352438.136785,352438.136785,352438.136785,352438.136785,352438.136785,352438.136785,221471.955066,221471.955066,0,76033.310029,NA,0,38303.7051889,38303.7051889,113918.591946,202164.574636,206896.638881,221471.955066,180388.41266,221471.955066,221471.955066,221471.955066,221471.955066,221471.955066,221471.955066,221471.955066
13,206896.638881,352438.136785,352438.136785,352438.136785,352438.136785,352438.136785,352438.136785,352438.136785,221471.955066,221471.955066,0,76033.310029,0,NA,38303.7051889,38303.7051889,113918.591946,202164.574636,206896.638881,221471.955066,180388.41266,221471.955066,221471.955066,221471.955066,221471.955066,221471.955066,221471.955066,221471.955066
14,172336.444257,324155.723125,324155.723125,324155.723125,324155.723125,324155.723125,324155.723125,324155.723125,207386.675956,207386.675956,38303.7051889,38370.0849354,38303.7051889,38303.7051889,NA,0,94457.0442705,163942.789237,172336.444257,207386.675956,154939.766138,207386.675956,207386.675956,207386.675956,207386.675956,207386.675956,207386.675956,207386.675956
15,172336.444257,324155.723125,324155.723125,324155.723125,324155.723125,324155.723125,324155.723125,324155.723125,207386.675956,207386.675956,38303.7051889,38370.0849354,38303.7051889,38303.7051889,0,NA,94457.0442705,163942.789237,172336.444257,207386.675956,154939.766138,207386.675956,207386.675956,207386.675956,207386.675956,207386.675956,207386.675956,207386.675956
16,206653.852568,372289.237794,372289.237794,372289.237794,372289.237794,372289.237794,372289.237794,372289.237794,287985.092483,287985.092483,113918.591946,78462.7661311,113918.591946,113918.591946,94457.0442705,94457.0442705,NA,150505.171938,206653.852568,287985.092483,220585.09752,287985.092483,287985.092483,287985.092483,287985.092483,287985.092483,287985.092483,287985.092483
17,93956.0288521,248901.779086,248901.779086,248901.779086,248901.779086,248901.779086,248901.779086,248901.779086,234713.388035,234713.388035,202164.574636,126434.147153,202164.574636,202164.574636,163942.789237,163942.789237,150505.171938,NA,93956.0288521,234713.388035,153886.760415,234713.388035,234713.388035,234713.388035,234713.388035,234713.388035,234713.388035,234713.388035
18,0,166249.126356,166249.126356,166249.126356,166249.126356,166249.126356,166249.126356,166249.126356,149193.97839,149193.97839,206896.638881,146620.243446,206896.638881,206896.638881,172336.444257,172336.444257,206653.852568,93956.0288521,NA,149193.97839,73653.2456087,149193.97839,149193.97839,149193.97839,149193.97839,149193.97839,149193.97839,149193.97839
19,149193.97839,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,0,0,221471.955066,209646.115112,221471.955066,221471.955066,207386.675956,207386.675956,287985.092483,234713.388035,149193.97839,NA,80948.4702817,0,0,0,0,0,0,0
20,73653.2456087,172690.047872,172690.047872,172690.047872,172690.047872,172690.047872,172690.047872,172690.047872,80948.4702817,80948.4702817,180388.41266,145187.044004,180388.41266,180388.41266,154939.766138,154939.766138,220585.09752,153886.760415,73653.2456087,80948.4702817,NA,80948.4702817,80948.4702817,80948.4702817,80948.4702817,80948.4702817,80948.4702817,80948.4702817
21,149193.97839,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,0,0,221471.955066,209646.115112,221471.955066,221471.955066,207386.675956,207386.675956,287985.092483,234713.388035,149193.97839,0,80948.4702817,NA,0,0,0,0,0,0
22,149193.97839,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,0,0,221471.955066,209646.115112,221471.955066,221471.955066,207386.675956,207386.675956,287985.092483,234713.388035,149193.97839,0,80948.4702817,0,NA,0,0,0,0,0
23,149193.97839,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,0,0,221471.955066,209646.115112,221471.955066,221471.955066,207386.675956,207386.675956,287985.092483,234713.388035,149193.97839,0,80948.4702817,0,0,NA,0,0,0,0
24,149193.97839,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,0,0,221471.955066,209646.115112,221471.955066,221471.955066,207386.675956,207386.675956,287985.092483,234713.388035,149193.97839,0,80948.4702817,0,0,0,NA,0,0,0
25,149193.97839,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,0,0,221471.955066,209646.115112,221471.955066,221471.955066,207386.675956,207386.675956,287985.092483,234713.388035,149193.97839,0,80948.4702817,0,0,0,0,NA,0,0
26,149193.97839,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,0,0,221471.955066,209646.115112,221471.955066,221471.955066,207386.675956,207386.675956,287985.092483,234713.388035,149193.97839,0,80948.4702817,0,0,0,0,0,NA,0
27,149193.97839,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,173409.131871,0,0,221471.955066,209646.115112,221471.955066,221471.955066,207386.675956,207386.675956,287985.092483,234713.388035,149193.97839,0,80948.4702817,0,0,0,0,0,0,NA
