FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
15,148404.587824,205459.111749,205459.111749,205459.111749,205459.111749,205459.111749,205459.111749,205459.111749,82568.5247759,82568.5247759,8051.94614595,27195.0754842,8051.94614595,8051.94614595,0,NA,80290.9142087,144453.613202,148404.587824,82568.5247759,142832.826491,82568.5247759,82568.5247759,82568.5247759,82568.5247759,82568.5247759,82568.5247759,82568.5247759
16,183628.620852,247936.776852,247936.776852,247936.776852,247936.776852,247936.776852,247936.776852,247936.776852,174052.61276,174052.61276,80300.6858939,65320.7561519,80300.6858939,80300.6858939,80290.9142087,80290.9142087,NA,127726.444157,183628.620852,174052.61276,203034.349014,174052.61276,174052.61276,174052.61276,174052.61276,174052.61276,174052.61276,174052.61276
17,66989.6783341,124818.727969,124818.727969,124818.727969,124818.727969,124818.727969,124818.727969,124818.727969,122706.266002,122706.266002,160852.091047,107468.486239,160852.091047,160852.091047,144453.613202,144453.613202,127726.444157,NA,66989.6783341,122706.266002,131991.06302,122706.266002,122706.266002,122706.266002,122706.266002,122706.266002,122706.266002,122706.266002
18,0,41276.306093,41276.306093,41276.306093,41276.306093,41276.306093,41276.306093,41276.306093,24769.0700538,24769.0700538,154602.905933,124511.4658,154602.905933,154602.905933,148404.587824,148404.587824,183628.620852,66989.6783341,NA,24769.0700538,39703.9431348,24769.0700538,24769.0700538,24769.0700538,24769.0700538,24769.0700538,24769.0700538,24769.0700538
19,24769.0700538,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,0,0,56886.781091,104881.730129,56886.781091,56886.781091,82568.5247759,82568.5247759,174052.61276,122706.266002,24769.0700538,NA,21907.556904,0,0,0,0,0,0,0
20,39703.9431348,55667.0760538,55667.0760538,55667.0760538,55667.0760538,55667.0760538,55667.0760538,55667.0760538,21907.556904,21907.556904,142789.887107,132548.05801,142789.887107,142789.887107,142832.826491,142832.826491,203034.349014,131991.06302,39703.9431348,21907.556904,NA,21907.556904,21907.556904,21907.556904,21907.556904,21907.556904,21907.556904,21907.556904
21,24769.0700538,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,0,0,56886.781091,104881.730129,56886.781091,56886.781091,82568.5247759,82568.5247759,174052.61276,122706.266002,24769.0700538,0,21907.556904,NA,0,0,0,0,0,0
22,24769.0700538,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,0,0,56886.781091,104881.730129,56886.781091,56886.781091,82568.5247759,82568.5247759,174052.61276,122706.266002,24769.0700538,0,21907.556904,0,NA,0,0,0,0,0
23,24769.0700538,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,0,0,56886.781091,104881.730129,56886.781091,56886.781091,82568.5247759,82568.5247759,174052.61276,122706.266002,24769.0700538,0,21907.556904,0,0,NA,0,0,0,0
24,24769.0700538,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,0,0,56886.781091,104881.730129,56886.781091,56886.781091,82568.5247759,82568.5247759,174052.61276,122706.266002,24769.0700538,0,21907.556904,0,0,0,NA,0,0,0
25,24769.0700538,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,0,0,56886.781091,104881.730129,56886.781091,56886.781091,82568.5247759,82568.5247759,174052.61276,122706.266002,24769.0700538,0,21907.556904,0,0,0,0,NA,0,0
26,24769.0700538,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,0,0,56886.781091,104881.730129,56886.781091,56886.781091,82568.5247759,82568.5247759,174052.61276,122706.266002,24769.0700538,0,21907.556904,0,0,0,0,0,NA,0
27,24769.0700538,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,5454.94958261,0,0,56886.781091,104881.730129,56886.781091,56886.781091,82568.5247759,82568.5247759,174052.61276,122706.266002,24769.0700538,0,21907.556904,0,0,0,0,0,0,NA
