FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
16,206320.063205,372136.580999,372136.580999,372136.580999,372136.580999,372136.580999,372136.580999,372136.580999,288957.31699,288957.31699,113885.820394,78419.3259128,113885.820394,113885.820394,94347.8038197,94347.8038197,NA,150111.774159,206320.063205,249592.734743,220470.89744,288957.31699,288957.31699,288957.31699,288957.31699,288957.31699,288957.31699,288957.31699
17,93717.7335357,248856.11684,248856.11684,248856.11684,248856.11684,248856.11684,248856.11684,248856.11684,236273.318693,236273.318693,201949.044131,126824.69442,201949.044131,201949.044131,163737.143664,163737.143664,150111.774159,NA,93717.7335357,151568.44953,153943.312779,236273.318693,236273.318693,236273.318693,236273.318693,236273.318693,236273.318693,236273.318693
18,0,166411.919933,166411.919933,166411.919933,166411.919933,166411.919933,166411.919933,166411.919933,151132.757562,151132.757562,206894.949123,146944.375603,206894.949123,206894.949123,172332.467492,172332.467492,206320.063205,93717.7335357,NA,57988.2418567,74003.864458,151132.757562,151132.757562,151132.757562,151132.757562,151132.757562,151132.757562,151132.757562
19,57988.2418567,127839.38315,127839.38315,127839.38315,127839.38315,127839.38315,127839.38315,127839.38315,102418.023515,102418.023515,225413.656643,180247.122004,225413.656643,225413.656643,196530.474753,196530.474753,249592.734743,151568.44953,57988.2418567,NA,49707.1146406,102418.023515,102418.023515,102418.023515,102418.023515,102418.023515,102418.023515,102418.023515
20,74003.864458,172985.895983,172985.895983,172985.895983,172985.895983,172985.895983,172985.895983,172985.895983,82428.0531681,82428.0531681,180383.011829,145344.035808,180383.011829,180383.011829,154981.509172,154981.509172,220470.89744,153943.312779,74003.864458,49707.1146406,NA,82428.0531681,82428.0531681,82428.0531681,82428.0531681,82428.0531681,82428.0531681,82428.0531681
21,151132.757562,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,0,0,222074.167027,210686.225927,222074.167027,222074.167027,208267.922876,208267.922876,288957.31699,236273.318693,151132.757562,102418.023515,82428.0531681,NA,0,0,0,0,0,0
22,151132.757562,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,0,0,222074.167027,210686.225927,222074.167027,222074.167027,208267.922876,208267.922876,288957.31699,236273.318693,151132.757562,102418.023515,82428.0531681,0,NA,0,0,0,0,0
23,151132.757562,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,0,0,222074.167027,210686.225927,222074.167027,222074.167027,208267.922876,208267.922876,288957.31699,236273.318693,151132.757562,102418.023515,82428.0531681,0,0,NA,0,0,0,0
24,151132.757562,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,0,0,222074.167027,210686.225927,222074.167027,222074.167027,208267.922876,208267.922876,288957.31699,236273.318693,151132.757562,102418.023515,82428.0531681,0,0,0,NA,0,0,0
25,151132.757562,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,0,0,222074.167027,210686.225927,222074.167027,222074.167027,208267.922876,208267.922876,288957.31699,236273.318693,151132.757562,102418.023515,82428.0531681,0,0,0,0,NA,0,0
26,151132.757562,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,0,0,222074.167027,210686.225927,222074.167027,222074.167027,208267.922876,208267.922876,288957.31699,236273.318693,151132.757562,102418.023515,82428.0531681,0,0,0,0,0,NA,0
27,151132.757562,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,174863.745892,0,0,222074.167027,210686.225927,222074.167027,222074.167027,208267.922876,208267.922876,288957.31699,236273.318693,151132.757562,102418.023515,82428.0531681,0,0,0,0,0,0,NA
