FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,NA,42076.9060269,42076.9060269,42076.9060269,42076.9060269,42076.9060269,42076.9060269,42076.9060269,69356.6852697,69356.6852697,154676.917774,125523.665518,154676.917774,154676.917774,148452.302976,148452.302976,183686.096591,68365.7032373,0,26765.027089,39896.59627,69356.6852697,69356.6852697,69356.6852697,69356.6852697,69356.6852697,69356.6852697,69356.6852697
1,42076.9060269,NA,0,0,0,0,0,0,6537.77130246,6537.77130246,209716.220369,188261.576537,209716.220369,209716.220369,206696.92857,206696.92857,248430.580282,126155.365425,42076.9060269,11665.5467389,56404.5753284,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246
2,42076.9060269,0,NA,0,0,0,0,0,6537.77130246,6537.77130246,209716.220369,188261.576537,209716.220369,209716.220369,206696.92857,206696.92857,248430.580282,126155.365425,42076.9060269,11665.5467389,56404.5753284,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246
3,42076.9060269,0,0,NA,0,0,0,0,6537.77130246,6537.77130246,209716.220369,188261.576537,209716.220369,209716.220369,206696.92857,206696.92857,248430.580282,126155.365425,42076.9060269,11665.5467389,56404.5753284,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246
4,42076.9060269,0,0,0,NA,0,0,0,6537.77130246,6537.77130246,209716.220369,188261.576537,209716.220369,209716.220369,206696.92857,206696.92857,248430.580282,126155.365425,42076.9060269,11665.5467389,56404.5753284,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246
5,42076.9060269,0,0,0,0,NA,0,0,6537.77130246,6537.77130246,209716.220369,188261.576537,209716.220369,209716.220369,206696.92857,206696.92857,248430.580282,126155.365425,42076.9060269,11665.5467389,56404.5753284,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246
6,42076.9060269,0,0,0,0,0,NA,0,6537.77130246,6537.77130246,209716.220369,188261.576537,209716.220369,209716.220369,206696.92857,206696.92857,248430.580282,126155.365425,42076.9060269,11665.5467389,56404.5753284,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246
7,42076.9060269,0,0,0,0,0,0,NA,6537.77130246,6537.77130246,209716.220369,188261.576537,209716.220369,209716.220369,206696.92857,206696.92857,248430.580282,126155.365425,42076.9060269,11665.5467389,56404.5753284,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246
8,69356.6852697,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,NA,0,68975.0225213,105521.335247,68975.0225213,68975.0225213,84364.4391695,84364.4391695,175926.270977,165280.366241,69356.6852697,8599.24649435,22219.2358471,0,0,0,0,0,0,0
9,69356.6852697,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,6537.77130246,0,NA,68975.0225213,105521.335247,68975.0225213,68975.0225213,84364.4391695,84364.4391695,175926.270977,165280.366241,69356.6852697,8599.24649435,22219.2358471,0,0,0,0,0,0,0
