FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,NA,42893.3259693,42893.3259693,42893.3259693,42893.3259693,42893.3259693,42893.3259693,42893.3259693,71572.9535719,71572.9535719,154986.415662,126085.45618,154986.415662,154986.415662,148239.088308,148239.088308,183814.260834,68290.610314,0,27785.5552029,40833.0979853,71572.9535719,71572.9535719,71572.9535719,71572.9535719,71572.9535719,162754.510784,71572.9535719
1,42893.3259693,NA,0,0,0,0,0,0,9363.83858719,9363.83858719,209749.026649,188958.360715,209749.026649,209749.026649,207191.105741,207191.105741,248924.736968,126509.012951,42893.3259693,12084.50848,56063.4102361,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,188247.530232,9363.83858719
2,42893.3259693,0,NA,0,0,0,0,0,9363.83858719,9363.83858719,209749.026649,188958.360715,209749.026649,209749.026649,207191.105741,207191.105741,248924.736968,126509.012951,42893.3259693,12084.50848,56063.4102361,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,188247.530232,9363.83858719
3,42893.3259693,0,0,NA,0,0,0,0,9363.83858719,9363.83858719,209749.026649,188958.360715,209749.026649,209749.026649,207191.105741,207191.105741,248924.736968,126509.012951,42893.3259693,12084.50848,56063.4102361,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,188247.530232,9363.83858719
4,42893.3259693,0,0,0,NA,0,0,0,9363.83858719,9363.83858719,209749.026649,188958.360715,209749.026649,209749.026649,207191.105741,207191.105741,248924.736968,126509.012951,42893.3259693,12084.50848,56063.4102361,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,188247.530232,9363.83858719
5,42893.3259693,0,0,0,0,NA,0,0,9363.83858719,9363.83858719,209749.026649,188958.360715,209749.026649,209749.026649,207191.105741,207191.105741,248924.736968,126509.012951,42893.3259693,12084.50848,56063.4102361,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,188247.530232,9363.83858719
6,42893.3259693,0,0,0,0,0,NA,0,9363.83858719,9363.83858719,209749.026649,188958.360715,209749.026649,209749.026649,207191.105741,207191.105741,248924.736968,126509.012951,42893.3259693,12084.50848,56063.4102361,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,188247.530232,9363.83858719
7,42893.3259693,0,0,0,0,0,0,NA,9363.83858719,9363.83858719,209749.026649,188958.360715,209749.026649,209749.026649,207191.105741,207191.105741,248924.736968,126509.012951,42893.3259693,12084.50848,56063.4102361,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,188247.530232,9363.83858719
8,71572.9535719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,NA,0,69711.0619116,105785.455521,69711.0619116,69711.0619116,84258.8482699,84258.8482699,175747.025414,165138.261879,71572.9535719,10724.2473899,22239.3240008,0,0,0,0,0,2141.78625,0
9,71572.9535719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,9363.83858719,0,NA,69711.0619116,105785.455521,69711.0619116,69711.0619116,84258.8482699,84258.8482699,175747.025414,165138.261879,71572.9535719,10724.2473899,22239.3240008,0,0,0,0,0,2141.78625,0
