FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,NA,160462.870139,160462.870139,160462.870139,160462.870139,160462.870139,160462.870139,160462.870139,155822.668198,155822.668198,210201.915949,150261.71648,210201.915949,210201.915949,176004.574789,176004.574789,206629.961573,91757.8347214,25610.089549,58031.5197815,78611.7654681,155822.668198,155822.668198,155822.668198,155822.668198,155822.668198,198360.206178,155822.668198
1,160462.870139,NA,0,0,0,0,0,0,180932.045693,180932.045693,349960.915531,303096.161085,349960.915531,349960.915531,320865.13674,320865.13674,366228.622307,243201.788356,168533.267906,125791.988358,170076.100072,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,291183.713333,180932.045693
2,160462.870139,0,NA,0,0,0,0,0,180932.045693,180932.045693,349960.915531,303096.161085,349960.915531,349960.915531,320865.13674,320865.13674,366228.622307,243201.788356,168533.267906,125791.988358,170076.100072,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,291183.713333,180932.045693
3,160462.870139,0,0,NA,0,0,0,0,180932.045693,180932.045693,349960.915531,303096.161085,349960.915531,349960.915531,320865.13674,320865.13674,366228.622307,243201.788356,168533.267906,125791.988358,170076.100072,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,291183.713333,180932.045693
4,160462.870139,0,0,0,NA,0,0,0,180932.045693,180932.045693,349960.915531,303096.161085,349960.915531,349960.915531,320865.13674,320865.13674,366228.622307,243201.788356,168533.267906,125791.988358,170076.100072,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,291183.713333,180932.045693
5,160462.870139,0,0,0,0,NA,0,0,180932.045693,180932.045693,349960.915531,303096.161085,349960.915531,349960.915531,320865.13674,320865.13674,366228.622307,243201.788356,168533.267906,125791.988358,170076.100072,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,291183.713333,180932.045693
6,160462.870139,0,0,0,0,0,NA,0,180932.045693,180932.045693,349960.915531,303096.161085,349960.915531,349960.915531,320865.13674,320865.13674,366228.622307,243201.788356,168533.267906,125791.988358,170076.100072,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,291183.713333,180932.045693
7,160462.870139,0,0,0,0,0,0,NA,180932.045693,180932.045693,349960.915531,303096.161085,349960.915531,349960.915531,320865.13674,320865.13674,366228.622307,243201.788356,168533.267906,125791.988358,170076.100072,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,291183.713333,180932.045693
8,155822.668198,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,NA,0,218069.422854,206380.000292,218069.422854,218069.422854,202998.787191,202998.787191,284074.241805,235154.351342,135439.969452,106296.510076,81413.1702532,0,0,0,0,0,122805.565904,0
9,155822.668198,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,0,NA,218069.422854,206380.000292,218069.422854,218069.422854,202998.787191,202998.787191,284074.241805,235154.351342,135439.969452,106296.510076,81413.1702532,0,0,0,0,0,122805.565904,0
10,210201.915949,349960.915531,349960.915531,349960.915531,349960.915531,349960.915531,349960.915531,349960.915531,218069.422854,218069.422854,NA,72866.3700663,0,0,36468.039606,36468.039606,111161.2167,199831.2791,190396.137114,224490.407434,181234.236559,218069.422854,218069.422854,218069.422854,218069.422854,218069.422854,117046.939512,218069.422854
11,150261.71648,303096.161085,303096.161085,303096.161085,303096.161085,303096.161085,303096.161085,303096.161085,206380.000292,206380.000292,72866.3700663,NA,72866.3700663,72866.3700663,37490.7468822,37490.7468822,77855.0489752,127103.56547,135407.282059,178701.344758,145649.695655,206380.000292,206380.000292,206380.000292,206380.000292,206380.000292,144594.800642,206380.000292
12,210201.915949,349960.915531,349960.915531,349960.915531,349960.915531,349960.915531,349960.915531,349960.915531,218069.422854,218069.422854,0,72866.3700663,NA,0,36468.039606,36468.039606,111161.2167,199831.2791,190396.137114,224490.407434,181234.236559,218069.422854,218069.422854,218069.422854,218069.422854,218069.422854,117046.939512,218069.422854
13,210201.915949,349960.915531,349960.915531,349960.915531,349960.915531,349960.915531,349960.915531,349960.915531,218069.422854,218069.422854,0,72866.3700663,0,NA,36468.039606,36468.039606,111161.2167,199831.2791,190396.137114,224490.407434,181234.236559,218069.422854,218069.422854,218069.422854,218069.422854,218069.422854,117046.939512,218069.422854
14,176004.574789,320865.13674,320865.13674,320865.13674,320865.13674,320865.13674,320865.13674,320865.13674,202998.787191,202998.787191,36468.039606,37490.7468822,36468.039606,36468.039606,NA,0,94599.7902057,163712.680037,157525.475635,195080.400568,155128.90021,202998.787191,202998.787191,202998.787191,202998.787191,202998.787191,120384.609395,202998.787191
15,176004.574789,320865.13674,320865.13674,320865.13674,320865.13674,320865.13674,320865.13674,320865.13674,202998.787191,202998.787191,36468.039606,37490.7468822,36468.039606,36468.039606,0,NA,94599.7902057,163712.680037,157525.475635,195080.400568,155128.90021,202998.787191,202998.787191,202998.787191,202998.787191,202998.787191,120384.609395,202998.787191
16,206629.961573,366228.622307,366228.622307,366228.622307,366228.622307,366228.622307,366228.622307,366228.622307,284074.241805,284074.241805,111161.2167,77855.0489752,111161.2167,111161.2167,94599.7902057,94599.7902057,NA,148412.833738,198459.296021,246373.708944,219672.522827,284074.241805,284074.241805,284074.241805,284074.241805,284074.241805,214883.415284,284074.241805
17,91757.8347214,243201.788356,243201.788356,243201.788356,243201.788356,243201.788356,243201.788356,243201.788356,235154.351342,235154.351342,199831.2791,127103.56547,199831.2791,199831.2791,163712.680037,163712.680037,148412.833738,NA,102565.84009,148946.426059,153756.801401,235154.351342,235154.351342,235154.351342,235154.351342,235154.351342,237793.749502,235154.351342
18,25610.089549,168533.267906,168533.267906,168533.267906,168533.267906,168533.267906,168533.267906,168533.267906,135439.969452,135439.969452,190396.137114,135407.282059,190396.137114,190396.137114,157525.475635,157525.475635,198459.296021,102565.84009,NA,50201.5408917,55447.5326057,135439.969452,135439.969452,135439.969452,135439.969452,135439.969452,172819.661225,135439.969452
19,58031.5197815,125791.988358,125791.988358,125791.988358,125791.988358,125791.988358,125791.988358,125791.988358,106296.510076,106296.510076,224490.407434,178701.344758,224490.407434,224490.407434,195080.400568,195080.400568,246373.708944,148946.426059,50201.5408917,NA,49268.0899039,106296.510076,106296.510076,106296.510076,106296.510076,106296.510076,180175.574142,106296.510076
20,78611.7654681,170076.100072,170076.100072,170076.100072,170076.100072,170076.100072,170076.100072,170076.100072,81413.1702532,81413.1702532,181234.236559,145649.695655,181234.236559,181234.236559,155128.90021,155128.90021,219672.522827,153756.801401,55447.5326057,49268.0899039,NA,81413.1702532,81413.1702532,81413.1702532,81413.1702532,81413.1702532,131256.608486,81413.1702532
21,155822.668198,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,0,0,218069.422854,206380.000292,218069.422854,218069.422854,202998.787191,202998.787191,284074.241805,235154.351342,135439.969452,106296.510076,81413.1702532,NA,0,0,0,0,122805.565904,0
22,155822.668198,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,0,0,218069.422854,206380.000292,218069.422854,218069.422854,202998.787191,202998.787191,284074.241805,235154.351342,135439.969452,106296.510076,81413.1702532,0,NA,0,0,0,122805.565904,0
23,155822.668198,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,0,0,218069.422854,206380.000292,218069.422854,218069.422854,202998.787191,202998.787191,284074.241805,235154.351342,135439.969452,106296.510076,81413.1702532,0,0,NA,0,0,122805.565904,0
24,155822.668198,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,0,0,218069.422854,206380.000292,218069.422854,218069.422854,202998.787191,202998.787191,284074.241805,235154.351342,135439.969452,106296.510076,81413.1702532,0,0,0,NA,0,122805.565904,0
25,155822.668198,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,0,0,218069.422854,206380.000292,218069.422854,218069.422854,202998.787191,202998.787191,284074.241805,235154.351342,135439.969452,106296.510076,81413.1702532,0,0,0,0,NA,122805.565904,0
26,198360.206178,291183.713333,291183.713333,291183.713333,291183.713333,291183.713333,291183.713333,291183.713333,122805.565904,122805.565904,117046.939512,144594.800642,117046.939512,117046.939512,120384.609395,120384.609395,214883.415284,237793.749502,172819.661225,180175.574142,131256.608486,122805.565904,122805.565904,122805.565904,122805.565904,122805.565904,NA,122805.565904
27,155822.668198,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,180932.045693,0,0,218069.422854,206380.000292,218069.422854,218069.422854,202998.787191,202998.787191,284074.241805,235154.351342,135439.969452,106296.510076,81413.1702532,0,0,0,0,0,122805.565904,NA
